//(Note: The 'images' folder is assumed to be in the "/content/<course path>/" directory),,,,
//Question Text is always a required field,,,,
// An ID will be generated using the (Course code)-(Question number) if an ID is not specified for a question,,,,
,,,, 
// Please ensure that the CSV file is saved as "CSV UTF-8" encoded to ensure that non-ASCII characters like à, ø, é and other are able to be correctly imported,,,,
,,,, 
//MULTIPLE CHOICE QUESTION TYPE,,,,
//Question 1,,,,
NewQuestion,MC,,,
ID,RISK-161,,,
Title,Incident Response Lifecycle,,,
QuestionText,Which phase of the incident response lifecycle focuses on establishing the capabilities, procedures, and resources necessary before incidents occur?,,,
Points,1,,,
Difficulty,2,,,
Option,0,Detection and analysis,,Incorrect. This phase focuses on identifying potential security incidents.
Option,100,Preparation,,Correct! This phase establishes capabilities before incidents occur.
Option,0,Containment,,Incorrect. This phase limits incident spread during active incidents.
Option,0,Recovery,,Incorrect. This phase returns systems to normal operations.
Hint,Think about which phase happens before any incident occurs,,,
Feedback,Preparation represents the foundation of effective incident response, establishing capabilities, procedures, and resources necessary before incidents occur,,,
,,,, 
//Question 2,,,,
NewQuestion,MC,,,
ID,RISK-162,,,
Title,Incident Response Team Roles,,,
QuestionText,Who typically provides overall leadership for both response preparation and actual incident management?,,,
Points,1,,,
Difficulty,3,,,
Option,0,Technical Response Specialists,,Incorrect. These provide technical expertise.
Option,100,Incident Response Manager,,Correct! This role provides overall leadership.
Option,0,Executive Sponsors,,Incorrect. These provide strategic direction and resources.
Option,0,External Support Partners,,Incorrect. These provide specialized expertise.
Hint,Think about who coordinates the entire incident response effort,,,
Feedback,The Incident Response Manager provides overall leadership for both response preparation and actual incident management,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 3,,,,
NewQuestion,MS,,,
ID,RISK-163,,,
Title,IR Team Components,,,
QuestionText,Which of the following are typically part of an effective incident response team? (Select all that apply),,,
Points,2,,,
Difficulty,3,,,
Option,100,Technical Response Specialists,,Correct. These provide core technical expertise.
Option,100,Executive Sponsors,,Correct. These provide strategic direction and resources.
Option,100,External Support Partners,,Correct. These provide specialized expertise.
Option,100,Human Resources and Corporate Communications representatives,,Correct. These address non-technical aspects.
Option,0,Janitorial staff,,Incorrect. While important, they're not typically part of the core IR team.
Hint,Think about who needs to be involved in different aspects of incident response,,,
Feedback,Effective IR teams include Technical Response Specialists, Executive Sponsors, External Support Partners, and HR/Corporate Communications representatives,,,
,,,, 
//Question 4,,,,
NewQuestion,MC,,,
ID,RISK-164,,,
Title,SIEM Systems,,,
QuestionText,What is the primary function of Security Information and Event Management (SIEM) systems in incident response?,,,
Points,1,,,
Difficulty,3,,,
Option,0,Physical security monitoring,,Incorrect. SIEM focuses on information security.
Option,100,Centralized collection, correlation, and analysis of security-relevant data,,Correct! This is the core function.
Option,0,Network speed optimization,,Incorrect. This is not related to SIEM.
Option,0,Employee productivity tracking,,Incorrect. This is not a SIEM function.
Hint,Think about what "Security Information and Event Management" would manage,,,
Feedback,SIEM systems provide centralized collection, correlation, and analysis capabilities for security-relevant data across the organization,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 5,,,,
NewQuestion,MS,,,
ID,RISK-165,,,
Title,Incident Response Tools,,,
