//(Note: The 'images' folder is assumed to be in the "/content/<course path>/" directory),,,,
//Question Text is always a required field,,,,
// An ID will be generated using the (Course code)-(Question number) if an ID is not specified for a question,,,,
,,,, 
// Please ensure that the CSV file is saved as "CSV UTF-8" encoded to ensure that non-ASCII characters like à, ø, é and other are able to be correctly imported,,,,
,,,, 
//MULTIPLE CHOICE QUESTION TYPE,,,,
//Question 1,,,,
NewQuestion,MC,,,
ID,RISK-121,,,
Title,Disaster Recovery vs Business Continuity,,,
QuestionText,What is the primary distinction between Disaster Recovery Planning (DRP) and Business Continuity Planning (BCP)?,,,
Points,1,,,
Difficulty,3,,,
Option,0,DRP is only for natural disasters while BCP is for all disruptions,,Incorrect. DRP addresses various disasters, not just natural ones.
Option,100,DRP focuses on restoring IT systems and technical infrastructure while BCP addresses the broader organization,,Correct! This is the key distinction.
Option,0,DRP is more expensive than BCP,,Incorrect. Cost is not the distinguishing factor.
Option,0,DRP is only used by large organizations,,Incorrect. Both can be used by organizations of all sizes.
Hint,Think about the scope of each planning approach,,,
Feedback,DRP focuses on restoring IT systems and technical infrastructure, while BCP addresses the broader organization including all critical functions,,,
,,,, 
//Question 2,,,,
NewQuestion,MC,,,
ID,RISK-122,,,
Title,Disaster Declaration,,,
QuestionText,Who typically has the authority to declare a disaster and activate the disaster recovery plan?,,,
Points,1,,,
Difficulty,2,,,
Option,0,Any employee who notices a problem,,Incorrect. This would lead to confusion.
Option,100,Senior management or designated disaster recovery coordinator,,Correct! This ensures proper authority and coordination.
Option,0,The IT department alone,,Incorrect. Disaster declaration requires broader organizational authority.
Option,0,External regulators,,Incorrect. Regulators don't typically declare organizational disasters.
Hint,Think about who has the organizational authority for such decisions,,,
Feedback,Senior management or designated disaster recovery coordinators typically have the authority to declare disasters and activate recovery plans,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 3,,,,
NewQuestion,MS,,,
ID,RISK-123,,,
Title,Disaster Recovery Team Roles,,,
QuestionText,Which roles are typically part of a disaster recovery team? (Select all that apply),,,
Points,2,,,
Difficulty,3,,,
Option,100,Disaster recovery coordinator,,Correct. This person leads the recovery effort.
Option,100,IT systems personnel,,Correct. These staff restore technical infrastructure.
Option,100,Communications lead,,Correct. This person manages internal and external communications.
Option,100,Human resources representative,,Correct. This person addresses personnel issues during recovery.
Option,0,Janitorial staff,,Incorrect. While important, they're not typically part of the core DR team.
Hint,Think about who needs to be involved in disaster recovery coordination,,,
Feedback,Disaster recovery teams typically include coordinators, IT personnel, communications leads, and HR representatives,,,
,,,, 
//Question 4,,,,
NewQuestion,MC,,,
ID,RISK-124,,,
Title,Recovery Time Objective,,,
QuestionText,In disaster recovery planning, what does Recovery Time Objective (RTO) specifically measure?,,,
Points,1,,,
Difficulty,2,,,
Option,0,The time needed to create backups,,Incorrect. This is backup window planning.
Option,100,The maximum acceptable downtime before recovery must be completed,,Correct! This is the definition of RTO.
Option,0,The time between disasters,,Incorrect. This is not what RTO measures.
Option,0,The duration of the disaster,,Incorrect. RTO is about recovery time, not disaster duration.
Hint,Think about what "time" objective RTO refers to in recovery,,,
Feedback,RTO measures the maximum acceptable downtime before recovery must be completed for a system or function,,,
,,,, 
