//(Note: The 'images' folder is assumed to be in the "/content/<course path>/" directory),,,,
//Question Text is always a required field,,,,
// An ID will be generated using the (Course code)-(Question number) if an ID is not specified for a question,,,,
,,,, 
// Please ensure that the CSV file is saved as "CSV UTF-8" encoded to ensure that non-ASCII characters like à, ø, é and other are able to be correctly imported,,,,
,,,, 
//MULTIPLE CHOICE QUESTION TYPE,,,,
//Question 1,,,,
NewQuestion,MC,,,
ID,RISK-041,,,
Title,Importance of Backups,,,
QuestionText,Which of the following represents one of the most serious threats to any organization, regardless of its size or industry?,,,
Points,1,,,
Difficulty,2,,,
Option,0,Outdated software,,Incorrect. While a concern, not the most serious threat.
Option,100,Data loss,,Correct! Data loss is one of the most serious threats to organizations.
Option,0,Slow internet connection,,Incorrect. This is an inconvenience, not a serious threat.
Option,0,Unattractive office decor,,Incorrect. This is not a threat to organizations.
Hint,Think about what could halt operations and potentially threaten business survival,,,
Feedback,Data loss represents one of the most serious threats to any organization, regardless of size or industry,,,
,,,, 
//Question 2,,,,
NewQuestion,MC,,,
ID,RISK-042,,,
Title,3-2-1 Rule Components,,,
QuestionText,In the 3-2-1 backup rule, what does the "2" represent?,,,
Points,1,,,
Difficulty,2,,,
Option,0,Two copies of your data,,Incorrect. This relates to the first number.
Option,100,Two different types of storage media,,Correct! The "2" refers to two different storage media types.
Option,0,Two offsite copies,,Incorrect. This relates to the third number.
Option,0,Two backup administrators,,Incorrect. This is not part of the 3-2-1 rule.
Hint,Think about diversifying storage to protect against media-specific failures,,,
Feedback,The "2" in the 3-2-1 rule represents using two different types of storage media,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 3,,,,
NewQuestion,MS,,,
ID,RISK-043,,,
Title,Backup Methodologies,,,
QuestionText,Which of the following are traditional backup methodologies? (Select all that apply),,,
Points,2,,,
Difficulty,3,,,
Option,100,Full backups,,Correct. These capture complete copies of all selected data.
Option,100,Incremental backups,,Correct. These capture data that has changed since the previous backup.
Option,100,Differential backups,,Correct. These capture all changes since the last full backup.
Option,0,Random backups,,Incorrect. This is not a recognized backup methodology.
Option,0,Selective backups,,Incorrect. While partial recovery exists, this is not a standard methodology name.
Hint,Think about the main approaches to creating backups based on what data they capture,,,
Feedback,Traditional backup methodologies include full, incremental, and differential backups,,,
,,,, 
//Question 4,,,,
NewQuestion,MC,,,
ID,RISK-044,,,
Title,Incremental Backup Characteristics,,,
QuestionText,What is a key characteristic of incremental backups?,,,
Points,1,,,
Difficulty,3,,,
Option,0,They capture all data every time,,Incorrect. This describes full backups.
Option,100,They only capture data that has changed since the previous backup,,Correct! This dramatically reduces storage space and backup window.
Option,0,They capture all changes since the last full backup,,Incorrect. This describes differential backups.
Option,0,They create a complete system image,,Incorrect. This describes full backups or system images.
Hint,Think about what makes incremental backups efficient in terms of storage and time,,,
Feedback,Incremental backups only capture data that has changed since the previous backup, reducing storage space and backup window,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 5,,,,
NewQuestion,MS,,,
ID,RISK-045,,,
Title,Modern Backup Technologies,,,
QuestionText,Which of the following are modern backup technologies or innovations? (Select all that apply),,,
Points,2,,,
Difficulty,4,,,
