//(Note: The 'images' folder is assumed to be in the "/content/<course path>/" directory),,,,
//Question Text is always a required field,,,,
// An ID will be generated using the (Course code)-(Question number) if an ID is not specified for a question,,,,
,,,, 
// Please ensure that the CSV file is saved as "CSV UTF-8" encoded to ensure that non-ASCII characters like à, ø, é and other are able to be correctly imported,,,,
,,,, 
//MULTIPLE CHOICE QUESTION TYPE,,,,
//Question 1,,,,
NewQuestion,MC,,,
ID,RISK-141,,,
Title,Natural Disasters Impact,,,
QuestionText,What was one of the key IT infrastructure challenges during the 2011 Tōhoku earthquake and tsunami?,,,
Points,1,,,
Difficulty,3,,,
Option,0,Too many data centers were available,,Incorrect. The disaster caused widespread damage to data centers.
Option,100,Simultaneous failure of both primary and backup facilities in the same geographic region,,Correct! This highlighted the importance of geographic distribution.
Option,0,Lack of cloud services in Japan,,Incorrect. Cloud services were available but had their own challenges.
Option,0,Overabundance of backup power,,Incorrect. Power infrastructure suffered catastrophic disruption.
Hint,Think about what happened when organizations had both primary and backup facilities in the same area,,,
Feedback,Many organizations discovered that maintaining primary and backup facilities within the same geographic region resulted in simultaneous loss when the disaster's massive geographic scope encompassed both locations,,,
,,,, 
//Question 2,,,,
NewQuestion,MC,,,
ID,RISK-142,,,
Title,Cloud Provider Outages,,,
QuestionText,What was a key lesson learned from the AWS US-East-1 outage in 2021?,,,
Points,1,,,
Difficulty,4,,,
Option,0,Single-region architectures are sufficient for most organizations,,Incorrect. The outage showed limitations of single-region approaches.
Option,100,Organizations with robust multi-region architectures generally maintained operational continuity,,Correct! This demonstrated the value of geographic distribution.
Option,0,Cloud providers never experience outages,,Incorrect. The incident showed even major providers can have significant outages.
Option,0,Manual intervention is not needed during cloud outages,,Incorrect. Some organizations needed manual intervention due to automation dependencies.
Hint,Think about which organizations were better able to maintain operations during the outage,,,
Feedback,Organizations implementing robust multi-region architectures generally maintained operational continuity by routing traffic to alternative regions unaffected by the outage,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 3,,,,
NewQuestion,MS,,,
ID,RISK-143,,,
Title,Ransomware in Healthcare,,,
QuestionText,Which of the following were significant impacts of the WannaCry ransomware attack on healthcare organizations? (Select all that apply),,,
Points,2,,,
Difficulty,3,,,
Option,100,Electronic health record systems became inaccessible,,Correct. This forced reversion to paper documentation.
Option,100,Diagnostic equipment became inoperable when connected to infected networks,,Correct. This prevented essential diagnostic procedures.
Option,100,Appointment scheduling systems failed,,Correct. This created care disruptions and subsequent backlogs.
Option,0,Improved patient satisfaction scores,,Incorrect. The attack negatively impacted patient care.
Option,0,Increased cybersecurity staffing without any challenges,,Incorrect. The attack revealed cybersecurity challenges.
Hint,Think about how the attack affected actual patient care capabilities,,,
Feedback,The WannaCry attack made EHR systems inaccessible, disabled diagnostic equipment, and caused appointment scheduling failures, directly affecting patient care,,,
,,,, 
//Question 4,,,,
NewQuestion,MC,,,
ID,RISK-144,,,
Title,Post-Recovery Analysis,,,
QuestionText,What is typically the first step in effective post-recovery analysis?,,,
Points,1,,,
Difficulty,3,,,
Option,0,Immediately implementing improvements,,Incorrect. Analysis should come first.
Option,100,Comprehensive timeline reconstruction capturing both technical events and organizational responses,,Correct! This establishes a factual foundation.
