//(Note: The 'images' folder is assumed to be in the "/content/<course path>/" directory),,,,
//Question Text is always a required field,,,,
// An ID will be generated using the (Course code)-(Question number) if an ID is not specified for a question,,,,
,,,, 
// Please ensure that the CSV file is saved as "CSV UTF-8" encoded to ensure that non-ASCII characters like à, ø, é and other are able to be correctly imported,,,,
,,,, 
//MULTIPLE CHOICE QUESTION TYPE,,,,
//Question 1,,,,
NewQuestion,MC,,,
ID,RISK-241,,,
Title,IoT Security Challenges,,,
QuestionText,What is a primary security challenge with Internet of Things (IoT) devices?,,,
Points,1,,,
Difficulty,3,,,
Option,0,They have too much processing power,,Incorrect. Processing power is typically limited.
Option,100,They often prioritize functionality over security,,Correct! This creates widespread vulnerabilities.
Option,0,They are too expensive for most organizations,,Incorrect. Cost is not the primary security challenge.
Option,0,They cannot connect to networks,,Incorrect. Network connectivity is their purpose.
Hint,Think about what makes IoT devices particularly vulnerable,,,
Feedback,IoT devices often prioritize functionality over security, creating widespread vulnerabilities with default credentials, outdated software, or insecure communication protocols,,,
,,,, 
//Question 2,,,,
NewQuestion,MC,,,
ID,RISK-242,,,
Title,Cloud Security Responsibility,,,
QuestionText,In cloud computing, who is responsible for protecting data and applications according to the shared responsibility model?,,,
Points,1,,,
Difficulty,3,,,
Option,0,Only the cloud provider,,Incorrect. Responsibility is shared.
Option,100,The customer,,Correct! Customers remain responsible for their data and applications.
Option,0,Neither party,,Incorrect. Both have responsibilities.
Option,0,Only third-party auditors,,Incorrect. Auditors assess but don't protect.
Hint,Think about what the shared responsibility model means,,,
Feedback,In the cloud shared responsibility model, providers secure the infrastructure while customers remain responsible for protecting their data, applications, and access controls,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 3,,,,
NewQuestion,MS,,,
ID,RISK-243,,,
Title,Emerging Threat Vectors,,,
QuestionText,Which are identified as emerging threat vectors in the evolving digital landscape? (Select all that apply),,,
Points,2,,,
Difficulty,4,,,
Option,100,Supply chain attacks,,Correct. These exploit trusted vendor relationships.
Option,100,Cyber-physical attacks on operational technology,,Correct. These can have real-world consequences.
Option,100,AI-powered social engineering,,Correct. This includes deepfakes and sophisticated phishing.
Option,100,Mobile device security challenges,,Correct. BYOD creates new attack surfaces.
Option,0,Traditional perimeter-based attacks only,,Incorrect. The chapter discusses new vectors beyond traditional ones.
Hint,Think about what new types of attacks are becoming more prominent,,,
Feedback,Emerging threat vectors include supply chain attacks, cyber-physical attacks on operational technology, AI-powered social engineering, and mobile device security challenges,,,
,,,, 
//Question 4,,,,
NewQuestion,MC,,,
ID,RISK-244,,,
Title,AI in Cybersecurity,,,
QuestionText,How can AI be used both offensively and defensively in cybersecurity?,,,
Points,1,,,
Difficulty,4,,,
Option,0,Only for defensive purposes,,Incorrect. AI can be used offensively as well.
Option,100,Offensively to create sophisticated attacks and defensively to detect threats,,Correct! AI benefits both attackers and defenders.
Option,0,Only for offensive purposes,,Incorrect. AI can be used defensively as well.
Option,0,Neither offensively nor defensively,,Incorrect. AI has clear applications in both areas.
Hint,Think about how both attackers and defenders might use AI,,,
Feedback,AI can be used offensively to create sophisticated attacks (like convincing phishing emails) and defensively to detect threats through pattern recognition,,,
,,,, 
