//(Note: The 'images' folder is assumed to be in the "/content/<course path>/" directory),,,,
//Question Text is always a required field,,,,
// An ID will be generated using the (Course code)-(Question number) if an ID is not specified for a question,,,,
,,,, 
// Please ensure that the CSV file is saved as "CSV UTF-8" encoded to ensure that non-ASCII characters like à, ø, é and other are able to be correctly imported,,,,
,,,, 
//MULTIPLE CHOICE QUESTION TYPE,,,,
//Question 1,,,,
NewQuestion,MC,,,
ID,RISK-201,,,
Title,NotPetya Attack Vector,,,
QuestionText,How did the NotPetya attack initially spread to organizations in Ukraine?,,,
Points,1,,,
Difficulty,4,,,
Option,0,Through phishing emails with malicious attachments,,Incorrect. This was not the initial infection vector.
Option,100,Through a poisoned update to M.E.Doc accounting software,,Correct! This supply chain compromise provided the initial foothold.
Option,0,Through direct hacking of government networks,,Incorrect. The attack started with a software update.
Option,0,Through infected USB drives,,Incorrect. This was not the initial infection method.
Hint,Think about what type of supply chain attack was used in this incident,,,
Feedback,NotPetya began its spread through a poisoned update to M.E.Doc, a popular Ukrainian accounting software used by approximately 80% of Ukrainian businesses,,,
,,,, 
//Question 2,,,,
NewQuestion,MC,,,
ID,RISK-202,,,
Title,Colonial Pipeline Access,,,
QuestionText,How did attackers initially gain access to Colonial Pipeline's network?,,,
Points,1,,,
Difficulty,3,,,
Option,0,By physically accessing their facilities,,Incorrect. This was a remote attack.
Option,100,Through a compromised VPN account without multi-factor authentication,,Correct! This was the initial access vector.
Option,0,By bribing an employee,,Incorrect. The breach was technical, not through bribery.
Option,0,Through a zero-day vulnerability in their firewall,,Incorrect. The access was through a compromised credential.
Hint,Think about what authentication weakness allowed this attack to succeed,,,
Feedback,Attackers gained access through a compromised virtual private network (VPN) account that lacked multi-factor authentication,,,
,,,, 
//MULTISELECT QUESTION TYPE,,,,
//Question 3,,,,
NewQuestion,MS,,,
ID,RISK-203,,,
Title,Log4j Vulnerability,,,
QuestionText,Which factors made the Log4j vulnerability (Log4Shell) particularly dangerous? (Select all that apply),,,
Points,2,,,
Difficulty,4,,,
Option,100,It had a CVSS severity score of 10 out of 10,,Correct. This indicated maximum severity.
Option,100,It was easy to exploit with minimal technical skill,,Correct. Attackers just needed to send a crafted string.
Option,100,It was present in thousands of different software packages,,Correct. This created widespread exposure.
Option,100,It allowed arbitrary code execution on vulnerable systems,,Correct. This was the core dangerous capability.
Option,0,It only affected mobile applications,,Incorrect. It affected a wide range of applications.
Hint,Think about what made this vulnerability so widespread and easy to exploit,,,
Feedback,Log4Shell was particularly dangerous because of its maximum severity score, ease of exploitation, widespread presence in software packages, and ability to execute arbitrary code,,,
,,,, 
//Question 4,,,,
NewQuestion,MC,,,
ID,RISK-204,,,
Title,NotPetya True Nature,,,
QuestionText,What revealed that NotPetya was actually a destructive cyberweapon rather than typical ransomware?,,,
Points,1,,,
Difficulty,4,,,
Option,0,It demanded an unusually high ransom,,Incorrect. The ransom aspect was misleading.
Option,100,Its encryption routine was designed to be irreversible,,Correct! This indicated destructive intent.
Option,0,It only affected small businesses,,Incorrect. It affected major global corporations.
Option,0,It spread through social media,,Incorrect. It spread through other means.
Hint,Think about what technical aspect indicated this wasn't really about ransom,,,
